soundcloud_name,song_name,genre,song_listens,timestamp,ig_handle,media_uploads,followers,following,engagement_rate,avg_likes,avg_comments
Wolf Alice,Don't Delete The Kisses,indie,25600.0,2020-08-11 13:51:04.038000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Wretch 32,Unorthodox (Radio Edit) [feat. Example],rap,0,2020-08-12 21:04:37.656000+00:00,officialwretch32,"1,940","338,699","2,928",3.53%,"11,144.00",813.80
XINCLAIR,i don't wanna fall in love,indie,14300.0,2020-08-11 00:52:49.340000+00:00,iamxinclair,22,"1,604",329,19.65%,289.20,25.95
XNilo,Bodyline (feat. Modulo & Ambizius),rap,16,2020-08-11 23:19:29.023000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
YFN LUCCI,Wet (She Got That…),rap,3310000.0,2020-08-12 20:44:08.439000+00:00,yfnlucci,249,"3,798,585",773,0.49%,"17,928.60",843.64
YG,SWAG,rap,297000.0,2020-08-12 19:34:22.512000+00:00,yg,38,"6,964,995","2,321",4.20%,"289,231.00","3,543.65"
YONAKA,Punch Bag,ultimate,759,2020-08-13 03:24:51.001000+00:00,weareyonaka,592,"33,278",420,5.28%,"1,726.10",29.30
YUKU,YUKU LABEL DIVE 002,ultimate,5990,2020-08-16 19:07:29.197000+00:00,yukumedia,n/a,n/a,n/a,n/a,n/a,n/a
YUNGBLUD,Weird!,ultimate,150000.0,2020-08-13 03:18:55.802000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Yakul,North & South,ultimate,278,2020-08-13 01:05:05.663000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Yeah Yeah Yeahs,Heads Will Roll,indie,0,2020-08-11 13:55:18.092000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Yella Beezy,Headlocc (ft. Young Thug),rap,577000.0,2020-08-12 20:50:38.539000+00:00,yellabeezy214,82,"1,934,099",496,4.58%,"87,275.00","1,319.95"
Yellow Days,You,indie,1406,2020-08-11 01:33:45.979000+00:00,yellowdayss,n/a,n/a,n/a,n/a,n/a,n/a
Yo La Tengo,You Can Have It All,indie,2355,2020-08-11 14:10:14.046000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Young Dolph,RNB (feat. Megan Thee Stallion),rap,404000.0,2020-08-12 20:46:50.304000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Young M.A,Trap or Cap,rap,475000.0,2020-08-12 20:47:37.811000+00:00,youngma,40,"6,238,907",122,3.55%,"218,703.00","2,894.40"
Young T & Bugsey,Don't Rush (Remix),rap,10100.0,2020-08-12 20:48:18.087000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
YoungBoy Never Broke Again,All In,ultimate,1310000.0,2020-08-13 23:56:05.209000+00:00,nba_youngboy,n/a,n/a,n/a,n/a,n/a,n/a
YoungIke,On the Map (Prod. Mani Lobo Beats),rap,32400.0,2020-08-12 19:45:13.540000+00:00,_youngike,10,"6,001",217,27.03%,"1,194.40",427.60
Yubin Jo,If I Really Love You cover.,indie,4608,2020-08-11 00:52:29.735000+00:00,joyuub,n/a,n/a,n/a,n/a,n/a,n/a
Yumi Zouma,Southwark,indie,3410,2020-08-11 20:13:07.225000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
YungFume,Can't Sleep (feat. RV),rap,8726,2020-08-12 19:44:38.252000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Yungg FaZzy (@realfazzy),Yungg FaZzy - No Progress (Prod. by Retnik Beats),rap,79100.0,2020-08-12 20:19:50.153000+00:00,realfazzy,6,"4,331",12,53.19%,"1,921.00",382.83
Zaini,Aidan & Zaini - Love Me (ft. darkforestdrives),indie,1536,2020-08-11 00:54:59.119000+00:00,zainibeats,106,"2,158",401,9.41%,188.35,14.70
Zdot,Pilot,rap,10,2020-08-12 19:42:08.955000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
ZieZie,Worth It (feat. S1mba & Stylo G),rap,4699,2020-08-12 19:30:31.511000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Zion Foster,Insecure Love (feat. Chunkz),ultimate,6808,2020-08-13 00:59:05.679000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Zoe Louise,Lost without youu,ultimate,154,2020-08-14 03:49:14.138000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Zotiyac,Escape Room (Prod. Killswitch) LYRICS IN DESC.,ultimate,49000.0,2020-08-13 01:08:12.521000+00:00,zotiyac,13,"27,494",106,10.10%,"2,684.38",92.08
Zuzu,What You Want,indie,43,2020-08-11 20:16:02.401000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
ZΞN,Re:ZERO - S2 / Ending Theme「Memento」by nonoc,ultimate,39600.0,2020-08-14 03:20:38.014000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
_LB,AURORA -scruta il cielo mix,ultimate,188,2020-08-13 16:50:00.493000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
,,,,,,n/a,n/a,n/a,n/a,n/a,n/a
aLee DJ #2,"UN DIA ( Versión Cumbia ) [ REMIX ] ☀️ J. Balvin, Dua Lipa, Bad Bunny, Tainy & aLee DJ 🌞 | ONE DAY",ultimate,2449,2020-08-14 03:12:22.143000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
adekunleGOLD,AG Baby,rap,831,2020-08-11 23:23:28.149000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
aestheticg,ayzha nyree- no guidance remix (s l o w e d + r e v e r b),ultimate,22900.0,2020-08-16 18:26:35.636000+00:00,egosticc,33,378,849,11.44%,93.15,12.20
aidan.,like crazy (ft. thomas reid & cøzybøy),indie,8788,2020-08-11 00:54:17.470000+00:00,producedbyaidan,41,"1,933",498,11.65%,201.05,24.10
all my thoughts,tom vr - acheless,indie,4420,2020-08-11 00:29:13.791000+00:00,allmythoughtshq,42,"1,002",954,6.80%,64.90,3.25
alt-J,Left Hand Free,indie,0,2020-08-11 13:56:19.260000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
amour,pretty great (fickle friends cover),indie,677,2020-08-11 20:17:04.283000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
april,New Conditions,indie,1206,2020-08-11 19:53:11.430000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
astro.dot,Lo-Fiction,indie,2191,2020-08-11 20:15:33.522000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
aurora_halal,Joey,indie,3379,2020-08-11 00:45:11.805000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
,,,,,,n/a,n/a,n/a,n/a,n/a,n/a
bdrmm,Gush,indie,272,2020-08-11 18:45:41.641000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
beabadoobee,Care,indie,22800.0,2020-08-11 01:26:43.198000+00:00,radvxz,743,"740,794",550,9.05%,"66,769.70",301.35
bellaRV,Jersey Surf 2017 Wake Up - Pure Imagination,ultimate,23500.0,2020-08-16 19:09:36.429000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
bellamartinx,Track 22 - Tinie Tempah - Tears Ft. Cleo Sol (BurgaBoy Remix) [The Sound of Bassline 2 - CD1],rap,234000.0,2020-08-12 21:10:20.011000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
bennicky,Ben Nicky feat. Stunt - Raindrops (Sunset Bros Extended Remix),ultimate,11400.0,2020-08-13 23:57:48.395000+00:00,bennicky,"5,504","312,175",997,1.81%,"5,341.65",300.20
blocparty,Flux,indie,7415,2020-08-11 14:02:18.836000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
blonded,Pink + White,indie,661000.0,2020-08-11 02:59:42.766000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
blueface,Yea Yea,rap,1730000.0,2020-08-12 20:42:08.041000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
bonobo,BrightonTapes 02,ultimate,14800.0,2020-08-14 03:17:21.534000+00:00,si_bonobo,904,"258,770",402,6.32%,"16,000.20",345.75
bosco,TEST / MATHS Kick 'n' Bass,rap,3022,2020-08-11 23:17:23.831000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
boy pablo,honey,indie,28700.0,2020-08-11 01:29:20.473000+00:00,soypablo777,258,"533,592",395,13.02%,"68,924.80",530.10
brakence,dropout,indie,267000.0,2020-08-11 00:49:20.266000+00:00,brakence,36,"36,635",69,21.98%,"7,764.85",286.80
,,,,,,n/a,n/a,n/a,n/a,n/a,n/a
casper ghost,CASPER GHOST PRESSURE,ultimate,462000.0,2020-08-13 23:49:28.019000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
chelsea brisbane,head n heart remix joel corry,ultimate,13200.0,2020-08-13 23:53:11.540000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
chloe moriondo,Manta Rays,indie,745,2020-08-11 01:28:18.223000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
crisaunt,❀ crisaunt - emotionless ❀,indie,77900.0,2020-08-11 00:50:09.860000+00:00,crisaunt,16,"40,226",682,18.47%,"7,195.38",234.69
cuppymusic,Jollof On The Jet ft Rema & Rayvanny,rap,60700.0,2020-08-11 23:22:44.827000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
daine,my way out,ultimate,3720,2020-08-13 15:00:39.254000+00:00,d4ine,44,"5,687",313,13.21%,688.65,62.70
danbloom,The State I Am In (Belle and Sebastian),indie,2185,2020-08-11 14:15:14.562000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
dancrollmusic,From Nowhere,indie,1830000.0,2020-08-11 14:07:56.227000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
danmckie1980,Touch the Sky (Dan McKie Fish Don’t Dance Remix),ultimate,533,2020-08-13 16:51:33.782000+00:00,danmckiedj,"2,003","13,411","4,956",--,43.32,5.76
de Unstoppable JR,2020 Soca Database - Mixed By: @DeUnstoppableJR,ultimate,3191,2020-08-16 19:15:07.141000+00:00,deunstoppablejr,"1,567","2,694","2,231",5.83%,150.80,6.35
death by dyke,fathers daughter,ultimate,193,2020-08-14 03:48:27.211000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
dekmantel,John Talabot at Dekmantel Festival 2019,ultimate,15700.0,2020-08-16 19:07:48.031000+00:00,dkmntl,"3,813","230,372",444,0.48%,"1,078.70",15.65
deryk,Call You Out,indie,2579,2020-08-11 02:52:06.773000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
destroynateallen,Fruit Punch and Alcohol,rap,160,2020-08-12 20:23:09.375000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
dizzy_sound,Stereo Punk,ultimate,490,2020-08-14 03:03:09.876000+00:00,dversion_noise,n/a,n/a,n/a,n/a,n/a,n/a
dj emenes,Episode 010 (SOUNDS OF EMENES on Dash Radio / Rukus Avenue Radio),ultimate,1886,2020-08-14 00:05:18.308000+00:00,djemenes,515,"11,297","2,278",9.04%,"1,019.75",1.00
don blejo,mescla del perreo,ultimate,346,2020-08-16 19:14:11.746000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
dtongradio,Mid-Week Indie Music Playlist - Powered by TriolaLane.com,ultimate,8,2020-08-14 03:04:49.648000+00:00,dtongsports,802,"1,292","1,028",1.46%,18.30,0.55
ec2a,Dominus - Lemon [Free DL],ultimate,849,2020-08-16 19:08:55.932000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
edbl,Charmaine,ultimate,2,2020-08-13 01:03:56.662000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
egg,putting a spin on sweater weather,indie,59700.0,2020-08-11 00:57:10.801000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
emPawa Africa,J.Derobie - Get That,rap,848,2020-08-11 23:24:43.991000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
emily,FTC - joji,ultimate,27700.0,2020-08-14 03:22:22.480000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
emma,jordan suaste - body,indie,55300.0,2020-08-11 00:48:00.296000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
eys59,Ecco2k - Life After Life (Track 13 CD Rip),ultimate,8214,2020-08-14 03:18:20.452000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
familypet,blue jeans,indie,7862,2020-08-11 00:47:46.007000+00:00,familypetny,25,"10,616",243,8.33%,853.65,30.75
fdel,Arrested Development - Ease My mind (fdel remix) demo,ultimate,26800.0,2020-08-13 16:43:30.885000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
fika,fika & Fabich - Missing Me,indie,1128,2020-08-11 01:13:26.274000+00:00,fikabeats,125,981,892,3.88%,54.70,10.70
fknyc,François K - Soul Healing,ultimate,1692,2020-08-14 03:54:34.989000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
fliiguy,BLACK GIRL WHITE GIRL,ultimate,587,2020-08-13 16:41:11.663000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
frank_des,Head and Heart - Joel Corry X MNEK (Acoustic) (Slowed and Reverb) | Frank Des,ultimate,2500,2020-08-14 03:20:24.957000+00:00,frdesjardins,7,240,199,4.63%,41.57,0.71
g l u e 7 0,What You Want,ultimate,29000.0,2020-08-13 16:46:51+00:00,glue70,106,"2,298",301,11.73%,254.05,15.60
gglum,Why Don't I Care?,indie,231,2020-08-11 01:00:14.433000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
ghostly,Galcher Lustwerk - Proof,indie,4840,2020-08-11 00:26:38.957000+00:00,ghostly,"1,938","76,991","1,501",0.61%,460.80,10.30
girl in red,midnight love,indie,569000.0,2020-08-11 02:52:15.596000+00:00,girlinred,232,"1,218,450","1,084",--,0.00,0.00
glorpse,neither do i,ultimate,233,2020-08-16 18:31:05.364000+00:00,glorpse,117,"2,470",220,21.83%,495.70,43.45
gnash,outside,indie,14100.0,2020-08-11 00:56:27.796000+00:00,gnash,18,"298,068",170,2.46%,"7,250.33",86.67
grandson,Identity,ultimate,5674,2020-08-13 15:06:35.057000+00:00,grandsonsucks,8,527,440,--,0.00,0.00
guccihighwaters,needle & thread,indie,125000.0,2020-08-11 00:56:37.846000+00:00,guccihighwaters,41,"72,877",368,12.88%,"9,149.55",237.30
guitaristcallum,Do I Wanna Know? - Arctic Monkeys (Cover),ultimate,88,2020-08-14 02:56:54.871000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
gunna,one watch,rap,24100.0,2020-08-12 20:38:51.610000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
h u d s o n:),ontario - novo amor(slowed),ultimate,55000.0,2020-08-14 03:47:45.598000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
heisrema,Alien,rap,38500.0,2020-08-11 23:22:05.216000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
hellhammer,kino 3,ultimate,612,2020-08-14 03:03:23.255000+00:00,hellhammer92,n/a,n/a,n/a,n/a,n/a,n/a
herzeloyde,disperse,ultimate,39700.0,2020-08-13 23:46:04.003000+00:00,herzeloydemusic,59,"1,722",274,8.97%,140.55,13.90
heySea,Bicep - Opal (Four Tet Remix)(Printworks Live Edit),ultimate,52500.0,2020-08-13 23:44:57.885000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
hojean,Hookup Culture,indie,10100.0,2020-08-11 00:51:45.288000+00:00,yihojean,102,"10,161",675,22.57%,"2,095.45",198.25
iFuck69,LOVE STORY X REMIX (Taylor Swift X DiscoLines),ultimate,225000.0,2020-08-13 23:49:19.264000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
iKONx7,LONG TIME NO SEE jp-iKON,ultimate,4835,2020-08-13 00:58:37.523000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
iLLBLU,Dumpa (feat. M24 & Unknown T),rap,38400.0,2020-08-12 19:42:01.886000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
iamzackknight,Zack Knight - Bollywood Medley Pt 8,ultimate,31100.0,2020-08-13 23:52:34.602000+00:00,iamzackknight,"1,241","431,444",704,7.30%,"30,949.90",537.30
iann dior,Prospect (feat. Lil Baby),rap,17200000.0,2020-08-12 20:16:11.148000+00:00,ianndior,87,"1,188,333",235,11.09%,"130,642.00","1,197.90"
ieffenheartyou,Lazy Line Painter Jane - Belle & Sebastian (Cover),indie,731,2020-08-11 14:13:32.451000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
irlane saint-cyr,back to school glow up subliminal [eggtopia],ultimate,26500.0,2020-08-16 19:06:03.212000+00:00,irlanesaintcyr,15,"2,415",578,14.79%,336.13,21.07
iv,John Wayne (001114R)// Cigarettes After Sex,ultimate,10700.0,2020-08-14 03:18:59.683000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
j vick,SAINTS x GJ x J.Vick - Came For,ultimate,91,2020-08-16 18:30:29.223000+00:00,jvick__,n/a,n/a,n/a,n/a,n/a,n/a
jackwaltonx,Aystar - Straight In (NEW),rap,30300.0,2020-08-12 19:34:03.545000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
jacobcollier,He Won't Hold You (feat. Rapsody),ultimate,962,2020-08-13 01:03:42.808000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
jadu heart,Burning Hour,indie,1664,2020-08-11 01:33:39.459000+00:00,jaduheart,43,"9,247",353,8.24%,742.35,19.60
jakebugg,Rabbit Hole,indie,796,2020-08-11 01:28:42.750000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
john dudeman,communist daughter,ultimate,110,2020-08-14 02:58:51.805000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
johnlegend,"U Move, I Move (feat. Jhene Aiko)",ultimate,10200.0,2020-08-13 01:09:26.745000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
jomie,good on my own (prod. skinny atlas),indie,213000.0,2020-08-11 00:50:59.464000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
jungle bobby,business phone (ft ceo@business.net),ultimate,1586,2020-08-13 14:56:39.700000+00:00,junglebobby_,n/a,n/a,n/a,n/a,n/a,n/a
jxdn,Angels & Demons,ultimate,55700.0,2020-08-13 03:20:14.816000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
kapjav,WHEN U ENTER MY MIND I BECOME IRRELEVANT*,ultimate,372,2020-08-16 18:23:39.036000+00:00,kapjav,n/a,n/a,n/a,n/a,n/a,n/a
kasabian,L.S.F.,indie,25400.0,2020-08-11 14:06:40.807000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
keepitinside,loose_end,ultimate,5055,2020-08-14 02:57:27.635000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
kenzy Hogg,MC Kenzo (Session set),ultimate,7800,2020-08-13 23:51:40.645000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
keshi,more,indie,99300.0,2020-08-11 00:56:15.543000+00:00,keshi,87,"442,970",187,19.93%,"86,860.90","1,402.25"
klaxons,Golden Skans,indie,44200.0,2020-08-11 13:57:55.240000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
kraniumreggae,Kranium - Gal Policy,rap,752000.0,2020-08-12 20:25:08.702000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
lancey foux,RELAX !i,rap,17100.0,2020-08-12 20:16:28.769000+00:00,lanceyfouxx,9,"79,238",11,21.64%,"15,810.20","1,340.22"
lil skies,Riot,rap,5760000.0,2020-08-12 20:21:10.289000+00:00,lilskies,n/a,n/a,n/a,n/a,n/a,n/a
lilbaccy,YOUNG THUG / me or us x first day of my life / BRIGHT EYEs,ultimate,45,2020-08-14 03:04:24.770000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
littlecomets,One Night In October,indie,3,2020-08-11 13:59:14.230000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
mTwenty,"Summrs x Eddie Gianni x Kankan Type Beat ""No Deal"" (Prod. mTwenty x Wisvoo x CGM)",ultimate,148,2020-08-16 19:04:17.407000+00:00,mtwentybeats,15,"3,033",271,10.07%,239.27,66.07
machinegunkelly,bloody valentine,ultimate,1080000.0,2020-08-13 15:01:13.211000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
maja siliev,why fall asleep when you can watch the sunrise [demo],ultimate,842,2020-08-14 03:04:12.894000+00:00,majasiliev,32,233,60,2.20%,16.70,0.95
messbiesh,my future billie eilish,ultimate,6740,2020-08-14 04:01:45.940000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
mimi bay,I Will Be Okay,indie,285000.0,2020-08-11 00:54:27.616000+00:00,hiimmimib,167,"57,070",480,11.73%,"6,668.45",28.40
mmmonika,kerosene,ultimate,212,2020-08-13 15:00:02.746000+00:00,_mmmonika,n/a,n/a,n/a,n/a,n/a,n/a
mreazi,"emPawa Africa, Mr Eazi & King Promise - Baby I'm Jealous",rap,60400.0,2020-08-11 23:25:25.422000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
mrhudson,Supernova (feat. Kanye West),rap,15500.0,2020-08-12 21:09:22.776000+00:00,mrhudson,313,"22,720","1,953",2.73%,576.10,44.60
oblivious³³³,B.O.B ft. Bruno Mars - Nothin' On You ( Slowed & Reverb),ultimate,26100.0,2020-08-14 03:19:29.467000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
octobersveryown,Drake - Chicago Freestyle (feat. Giveon),rap,21300000.0,2020-08-12 19:45:26.959000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
,,,,,,n/a,n/a,n/a,n/a,n/a,n/a
ohsobrkn,those brown eyes (feat. roiael)(prod. imfinenow),indie,22300.0,2020-08-11 00:59:03.408000+00:00,ohsobrkn,n/a,n/a,n/a,n/a,n/a,n/a
oscar lang,Get Out,indie,555,2020-08-11 01:28:53.030000+00:00,oscar.lang,550,"19,258",764,6.76%,"1,289.35",12.75
owen mcshane,M I R A C L E,ultimate,21200.0,2020-08-13 23:50:53.083000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
p a r k i n g l o t .,Get Along,ultimate,84,2020-08-14 02:57:16.754000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
p-rallel,soulboy,ultimate,4642,2020-08-13 01:04:38.318000+00:00,paralleltheory,50,"7,718","1,304",11.79%,869.85,40.20
partyomo,PARTYNEXTDOOR & Rihanna - BELIEVE IT,rap,3160000.0,2020-08-12 20:22:32.425000+00:00,partynextdoor,n/a,n/a,n/a,n/a,n/a,n/a
pearsecorrigan,Out of my way im running,ultimate,646,2020-08-16 19:06:47.901000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
pendulum,Watercolour (Full Version (Single)),ultimate,78300.0,2020-08-13 16:38:19.292000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
peter manos,Zach's Ballad,indie,1764,2020-08-11 01:01:17.401000+00:00,petermanos,28,"25,086",586,13.45%,"3,273.90",100.05
phoebe bridgers,Kyoto,indie,22800.0,2020-08-11 18:41:32.352000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
poorstacy,Don't Look At Me,ultimate,55300.0,2020-08-13 14:55:49.812000+00:00,poorstacy,35,"94,640",168,17.12%,"15,769.00",432.30
princessproxy,LANA DEL REY - LIFE IS BEAUTIFUL - 2015,ultimate,9403,2020-08-14 03:22:36.226000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
prize pig,The Line (Single Edit),ultimate,37,2020-08-14 03:01:03.137000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
rei brown,Bubble,indie,41600.0,2020-08-11 00:48:41.424000+00:00,reibrown,"2,034","24,266",667,1.35%,324.24,2.36
rhi,try!,ultimate,875,2020-08-14 03:00:18.360000+00:00,rhiann.na,n/a,n/a,n/a,n/a,n/a,n/a
rinababy,running on e. - brent faiyaz (slowed),ultimate,50300.0,2020-08-14 04:01:15.652000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
rizzacabrera,I'm Not Gonna Teach Your Boyfriend How to Dance With You (Black Kids),indie,29100.0,2020-08-11 13:52:32.431000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
robyn,Missing U,indie,318000.0,2020-08-11 03:00:16.673000+00:00,robynkonichiwa,971,"331,480",784,3.14%,"10,194.30",201.60
roni,lizzy mcalpine - pancakes for dinner,indie,38000.0,2020-08-11 00:56:52.304000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
s-143,ZIEZIE - Fine Girl,rap,1020000.0,2020-08-12 20:28:21.377000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
scruffpuppie,ego,indie,37000.0,2020-08-11 00:49:41.486000+00:00,scruffpuppie,587,"115,116","1,978",16.27%,"18,556.40",169.75
shackmen archive,Outro,ultimate,82600.0,2020-08-16 19:06:20.968000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
sharonvanetten,Seventeen,indie,58800.0,2020-08-11 13:58:49.743000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
shoreline mafia,on the low,rap,4086,2020-08-12 20:23:00.023000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
sinxi,die in your arms,ultimate,10000.0,2020-08-16 18:28:44.429000+00:00,sinxi__,46,"3,095",267,6.86%,205.80,6.45
skwxvy,Mental K X Blade Brown - Mafia (Prod. by Premixm),ultimate,11100.0,2020-08-13 23:54:46.090000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
smeyeul,(you) beat tape // cassette,indie,6010,2020-08-11 01:34:10.301000+00:00,hennessyconnor,n/a,n/a,n/a,n/a,n/a,n/a
smoothboi ezra,Hypocrite,indie,7914,2020-08-11 18:36:30.816000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
stefflon don,Phone Down,rap,315000.0,2020-08-12 20:27:52.835000+00:00,stefflondon,156,"2,527,521",550,4.68%,"116,912.00","1,429.00"
,,,,,,n/a,n/a,n/a,n/a,n/a,n/a
tcdnb,Julio Bashmore - Au Seve - TC Bootleg,ultimate,177000.0,2020-08-13 16:39:07.074000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
the bootleg boy,the bootleg boy & Maberry - i still think of you,indie,55000.0,2020-08-11 00:53:26.832000+00:00,thebootlegboy,58,"62,169",106,9.55%,"5,818.70",121.20
the1975,It's Not Living (If It's Not With You),indie,277000.0,2020-08-11 02:57:56.476000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
thehorrors,Whole New Way,indie,0,2020-08-11 13:50:08.454000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
theneighbourhood,Cherry Flavoured,ultimate,5628,2020-08-13 14:29:05.714000+00:00,thenbhd,18,"1,430,626",0,10.34%,"145,399.00","2,544.33"
this account is dead,looking at plants,indie,66,2020-08-11 00:27:05.874000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
tici taci,Fjordfunk - It's All Black (clip),ultimate,629,2020-08-16 19:09:10.833000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
toddterje,TODD TERJE - Delorean Dynamite (album version),ultimate,1360000.0,2020-08-13 03:41:19.845000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
treysongz,Back Home (feat. Summer Walker),ultimate,444000.0,2020-08-13 01:10:46.695000+00:00,treysongz,"2,262","12,231,331","2,152",0.58%,"69,484.40","1,165.65"
trip,A1 Bjarki - Revolution,ultimate,74200.0,2020-08-13 16:48:00.460000+00:00,triprecordings,73,"25,731",155,--,0.00,0.00
underclass33,Broadcast - echo's answer,indie,3623,2020-08-11 14:15:25.854000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
v9l,(Zone 2) Karma X LR X Kwengface - No Promo,rap,14200.0,2020-08-12 19:41:19.298000+00:00,v9lv9l,n/a,n/a,n/a,n/a,n/a,n/a
vict molina,Angel,indie,886,2020-08-11 00:47:14.772000+00:00,victmolinaa,79,"13,976",848,8.62%,"1,176.90",27.35
