soundcloud_name,song_name,genre,song_listens,timestamp,ig_handle,media_uploads,followers,following,engagement_rate,avg_likes,avg_comments,Engaged Fans
crisaunt,❀ crisaunt - emotionless ❀,indie,77900,2020-08-11 00:50:09.860000+00:00,crisaunt,16,"40,226",682,18.47%,"7,195.38",234.69,7430
cuppymusic,Jollof On The Jet ft Rema & Rayvanny,rap,60700,2020-08-11 23:22:44.827000+00:00,cuppymusic,297,"34,628","1,739",3.64%,"1,195.15",66.5,1260
daine,my way out,ultimate,3720,2020-08-13 15:00:39.254000+00:00,d4ine,44,"5,687",313,13.21%,688.65,62.7,751
danbloom,The State I Am In (Belle and Sebastian),indie,2185,2020-08-11 14:15:14.562000+00:00,danbl00m,297,"34,628","1,739",3.64%,"1,195.15",66.5,1260
dancrollmusic,From Nowhere,indie,1830000,2020-08-11 14:07:56.227000+00:00,dancrollmusic,297,"34,628","1,739",3.64%,"1,195.15",66.5,1260
danmckie1980,Touch the Sky (Dan McKie Fish Don’t Dance Remix),ultimate,533,2020-08-13 16:51:33.782000+00:00,danmckiedj,"2,003","13,411","4,956",--,43.32,5.76,#VALUE!
de Unstoppable JR,2020 Soca Database - Mixed By: @DeUnstoppableJR,ultimate,3191,2020-08-16 19:15:07.141000+00:00,deunstoppablejr,"1,567","2,694","2,231",5.83%,150.8,6.35,157
death by dyke,fathers daughter,ultimate,193,2020-08-14 03:48:27.211000+00:00,,,,,,,,
dekmantel,John Talabot at Dekmantel Festival 2019,ultimate,15700,2020-08-16 19:07:48.031000+00:00,dkmntl,"3,813","230,372",444,0.48%,"1,078.70",15.65,1106
deryk,Call You Out,indie,2579,2020-08-11 02:52:06.773000+00:00,,,,,,,,
destroynateallen,Fruit Punch and Alcohol,rap,160,2020-08-12 20:23:09.375000+00:00,destroynateallen,297,"34,628","1,739",3.64%,"1,195.15",66.5,1260
dizzy_sound,Stereo Punk,ultimate,490,2020-08-14 03:03:09.876000+00:00,dversion_noise,9,50,61,--,0,0,#VALUE!
dj emenes,Episode 010 (SOUNDS OF EMENES on Dash Radio / Rukus Avenue Radio),ultimate,1886,2020-08-14 00:05:18.308000+00:00,djemenes,515,"11,297","2,278",9.04%,"1,019.75",1,1021
don blejo,mescla del perreo,ultimate,346,2020-08-16 19:14:11.746000+00:00,,,,,,,,
dtongradio,Mid-Week Indie Music Playlist - Powered by TriolaLane.com,ultimate,8,2020-08-14 03:04:49.648000+00:00,dtongsports,802,"1,292","1,028",1.46%,18.3,0.55,19
ec2a,Dominus - Lemon [Free DL],ultimate,849,2020-08-16 19:08:55.932000+00:00,dominus.music,9,50,61,--,0,0,#VALUE!
edbl,Charmaine,ultimate,2,2020-08-13 01:03:56.662000+00:00,edblack_,9,50,61,--,0,0,#VALUE!
egg,putting a spin on sweater weather,indie,59700,2020-08-11 00:57:10.801000+00:00,eggmusic,,,,,,,
emPawa Africa,J.Derobie - Get That,rap,848,2020-08-11 23:24:43.991000+00:00,empawaafrica,503,"68,678",20,0.60%,402,10.1,412
emily,FTC - joji,ultimate,27700,2020-08-14 03:22:22.480000+00:00,sushitrash,503,"68,678",20,0.60%,402,10.1,412
emma,jordan suaste - body,indie,55300,2020-08-11 00:48:00.296000+00:00,jordansuaste,109,"51,392",251,22.10%,"11,065.80",290,11358
eys59,Ecco2k - Life After Life (Track 13 CD Rip),ultimate,8214,2020-08-14 03:18:20.452000+00:00,,,,,,,,
familypet,blue jeans,indie,7862,2020-08-11 00:47:46.007000+00:00,familypetny,25,"10,616",243,8.33%,853.65,30.75,884
fdel,Arrested Development - Ease My mind (fdel remix) demo,ultimate,26800,2020-08-13 16:43:30.885000+00:00,,,,,,,,
fika,fika & Fabich - Missing Me,indie,1128,2020-08-11 01:13:26.274000+00:00,fikabeats,125,981,892,3.88%,54.7,10.7,38
fknyc,François K - Soul Healing,ultimate,1692,2020-08-14 03:54:34.989000+00:00,,,,,,,,
fliiguy,BLACK GIRL WHITE GIRL,ultimate,587,2020-08-13 16:41:11.663000+00:00,fliiguydflii,109,"51,392",251,22.10%,"11,065.80",290,11358
frank_des,Head and Heart - Joel Corry X MNEK (Acoustic) (Slowed and Reverb) | Frank Des,ultimate,2500,2020-08-14 03:20:24.957000+00:00,frdesjardins,7,240,199,4.63%,41.57,0.71,11
g l u e 7 0,What You Want,ultimate,29000,2020-08-13 16:46:51+00:00,glue70,106,"2,298",301,11.73%,254.05,15.6,270
gglum,Why Don't I Care?,indie,231,2020-08-11 01:00:14.433000+00:00,gglum_,109,"51,392",251,22.10%,"11,065.80",290,11358
ghostly,Galcher Lustwerk - Proof,indie,4840,2020-08-11 00:26:38.957000+00:00,ghostly,"1,938","76,991","1,501",0.61%,460.8,10.3,470
girl in red,midnight love,indie,569000,2020-08-11 02:52:15.596000+00:00,girlinred,232,"1,218,450","1,084",--,0.00,0,#VALUE!
glorpse,neither do i,ultimate,233,2020-08-16 18:31:05.364000+00:00,glorpse,117,"2,470",220,21.83%,495.7,43.45,539
gnash,outside,indie,14100,2020-08-11 00:56:27.796000+00:00,gnash,18,"298,068",170,2.46%,"7,250.33",86.67,7332
grandson,Identity,ultimate,5674,2020-08-13 15:06:35.057000+00:00,grandsonsucks,8,527,440,--,0,0,#VALUE!
guccihighwaters,needle & thread,indie,125000,2020-08-11 00:56:37.846000+00:00,guccihighwaters,41,"72,877",368,12.88%,"9,149.55",237.3,9387
guitaristcallum,Do I Wanna Know? - Arctic Monkeys (Cover),ultimate,88,2020-08-14 02:56:54.871000+00:00,thegearedguitarist,17,235,171,21.91%,0,0,51
gunna,one watch,rap,24100,2020-08-12 20:38:51.610000+00:00,gunna,17,235,171,21.91%,0,0,51
h u d s o n:),ontario - novo amor(slowed),ultimate,55000,2020-08-14 03:47:45.598000+00:00,hudtaymusic,"1,552","46,523",448,1.89%,873.55,7.1,879
heisrema,Alien,rap,38500,2020-08-11 23:22:05.216000+00:00,heisrema,"1,552","46,523",448,1.89%,873.55,7.1,879
hellhammer,kino 3,ultimate,612,2020-08-14 03:03:23.255000+00:00,hellhammer92,"1,552","46,523",448,1.89%,873.55,7.1,879
herzeloyde,disperse,ultimate,39700,2020-08-13 23:46:04.003000+00:00,herzeloydemusic,59,"1,722",274,8.97%,140.55,13.9,154
heySea,Bicep - Opal (Four Tet Remix)(Printworks Live Edit),ultimate,52500,2020-08-13 23:44:57.885000+00:00,,,,,,,,
hojean,Hookup Culture,indie,10100,2020-08-11 00:51:45.288000+00:00,yihojean,102,"10,161",675,22.57%,"2,095.45",198.25,2293
iFuck69,LOVE STORY X REMIX (Taylor Swift X DiscoLines),ultimate,225000,2020-08-13 23:49:19.264000+00:00,,,,,,,,
iKONx7,LONG TIME NO SEE jp-iKON,ultimate,4835,2020-08-13 00:58:37.523000+00:00,,,,,,,,
iLLBLU,Dumpa (feat. M24 & Unknown T),rap,38400,2020-08-12 19:42:01.886000+00:00,illblu,"1,552","46,523",448,1.89%,873.55,7.1,879
iamzackknight,Zack Knight - Bollywood Medley Pt 8,ultimate,31100,2020-08-13 23:52:34.602000+00:00,iamzackknight,"1,241","431,444",704,7.30%,"30,949.90",537.3,31495
iann dior,Prospect (feat. Lil Baby),rap,17200000,2020-08-12 20:16:11.148000+00:00,ianndior,87,"1,188,333",235,11.09%,"130,642.00","1,197.90",131786
ieffenheartyou,Lazy Line Painter Jane - Belle & Sebastian (Cover),indie,731,2020-08-11 14:13:32.451000+00:00,ieffenheartyou,"1,552","46,523",448,1.89%,873.55,7.1,879
irlane saint-cyr,back to school glow up subliminal [eggtopia],ultimate,26500,2020-08-16 19:06:03.212000+00:00,irlanesaintcyr,15,"2,415",578,14.79%,336.13,21.07,357
iv,John Wayne (001114R)// Cigarettes After Sex,ultimate,10700,2020-08-14 03:18:59.683000+00:00,cigsaftersex,"1,552","46,523",448,1.89%,873.55,7.1,879
j vick,SAINTS x GJ x J.Vick - Came For,ultimate,91,2020-08-16 18:30:29.223000+00:00,jvick__,"1,552","46,523",448,1.89%,873.55,7.1,879
jackwaltonx,Aystar - Straight In (NEW),rap,30300,2020-08-12 19:34:03.545000+00:00,aystar__,"1,552","46,523",448,1.89%,873.55,7.1,879
jacobcollier,He Won't Hold You (feat. Rapsody),ultimate,962,2020-08-13 01:03:42.808000+00:00,jacobcollier,"1,552","46,523",448,1.89%,873.55,7.1,879
jadu heart,Burning Hour,indie,1664,2020-08-11 01:33:39.459000+00:00,jaduheart,43,"9,247",353,8.24%,742.35,19.6,762
jakebugg,Rabbit Hole,indie,796,2020-08-11 01:28:42.750000+00:00,jakebugg,"1,552","46,523",448,1.89%,873.55,7.1,879
john dudeman,communist daughter,ultimate,110,2020-08-14 02:58:51.805000+00:00,john_dudeman,"1,552","46,523",448,1.89%,873.55,7.1,879
johnlegend,"U Move, I Move (feat. Jhene Aiko)",ultimate,10200,2020-08-13 01:09:26.745000+00:00,johnlegend,"1,939","12,876,251",803,1.03%,"131,262.00","1,032.05",132625
jomie,good on my own (prod. skinny atlas),indie,213000,2020-08-11 00:50:59.464000+00:00,iluvjomie,"1,939","12,876,251",803,1.03%,"131,262.00","1,032.05",132625
jungle bobby,business phone (ft ceo@business.net),ultimate,1586,2020-08-13 14:56:39.700000+00:00,junglebobby_,"1,939","12,876,251",803,1.03%,"131,262.00","1,032.05",132625
jxdn,Angels & Demons,ultimate,55700,2020-08-13 03:20:14.816000+00:00,jadenhossler,"1,939","12,876,251",803,1.03%,"131,262.00","1,032.05",132625
kapjav,WHEN U ENTER MY MIND I BECOME IRRELEVANT*,ultimate,372,2020-08-16 18:23:39.036000+00:00,kapjav,"1,939","12,876,251",803,1.03%,"131,262.00","1,032.05",132625
kasabian,L.S.F.,indie,25400,2020-08-11 14:06:40.807000+00:00,kasabianofficial,"1,939","12,876,251",803,1.03%,"131,262.00","1,032.05",132625
keepitinside,loose_end,ultimate,5055,2020-08-14 02:57:27.635000+00:00,officialkeepitinside,61,"1,146",595,16.20%,165.75,19.9,186
kenzy Hogg,MC Kenzo (Session set),ultimate,7800,2020-08-13 23:51:40.645000+00:00,,,,,,,,
keshi,more,indie,99300,2020-08-11 00:56:15.543000+00:00,keshi,87,"442,970",187,19.93%,"86,860.90","1,402.25",88284
klaxons,Golden Skans,indie,44200,2020-08-11 13:57:55.240000+00:00,klaxonsband,,,,,,,
kraniumreggae,Kranium - Gal Policy,rap,752000,2020-08-12 20:25:08.702000+00:00,,,,,,,,
lancey foux,RELAX !i,rap,17100,2020-08-12 20:16:28.769000+00:00,lanceyfouxx,9,"79,238",11,21.64%,"15,810.20","1,340.22",17147
lil skies,Riot,rap,5760000,2020-08-12 20:21:10.289000+00:00,lilskies,,,,,,,
lilbaccy,YOUNG THUG / me or us x first day of my life / BRIGHT EYEs,ultimate,45,2020-08-14 03:04:24.770000+00:00,lilbaccy,,,,,,,
littlecomets,One Night In October,indie,3,2020-08-11 13:59:14.230000+00:00,littlecomets,,,,,,,
mTwenty,"Summrs x Eddie Gianni x Kankan Type Beat ""No Deal"" (Prod. mTwenty x Wisvoo x CGM)",ultimate,148,2020-08-16 19:04:17.407000+00:00,mtwentybeats,15,"3,033",271,10.07%,239.27,66.07,305
machinegunkelly,bloody valentine,ultimate,1080000,2020-08-13 15:01:13.211000+00:00,machinegunkelly,,,,,,,
maja siliev,why fall asleep when you can watch the sunrise [demo],ultimate,842,2020-08-14 03:04:12.894000+00:00,majasiliev,32,233,60,2.20%,16.7,0.95,5
messbiesh,my future billie eilish,ultimate,6740,2020-08-14 04:01:45.940000+00:00,messbiesh,,,,,,,
mimi bay,I Will Be Okay,indie,285000,2020-08-11 00:54:27.616000+00:00,hiimmimib,167,"57,070",480,11.73%,"6,668.45",28.4,6694
mmmonika,kerosene,ultimate,212,2020-08-13 15:00:02.746000+00:00,_mmmonika,,,,,,,
mreazi,"emPawa Africa, Mr Eazi & King Promise - Baby I'm Jealous",rap,60400,2020-08-11 23:25:25.422000+00:00,mreazi,47,"3,357,664",560,1.20%,"39,694.10",600.9,40292
mrhudson,Supernova (feat. Kanye West),rap,15500,2020-08-12 21:09:22.776000+00:00,mrhudson,313,"22,720","1,953",2.73%,576.1,44.6,620
oblivious³³³,B.O.B ft. Bruno Mars - Nothin' On You ( Slowed & Reverb),ultimate,26100,2020-08-14 03:19:29.467000+00:00,,,,,,,,
octobersveryown,Drake - Chicago Freestyle (feat. Giveon),rap,21300000,2020-08-12 19:45:26.959000+00:00,__octobersveryown__,47,"3,357,664",560,1.20%,"39,694.10",600.9,40292
,,,,,,,,,,,,
ohsobrkn,those brown eyes (feat. roiael)(prod. imfinenow),indie,22300,2020-08-11 00:59:03.408000+00:00,ohsobrkn,47,"3,357,664",560,1.20%,"39,694.10",600.9,40292
oscar lang,Get Out,indie,555,2020-08-11 01:28:53.030000+00:00,oscar.lang,550,"19,258",764,6.76%,"1,289.35",12.75,1302
owen mcshane,M I R A C L E,ultimate,21200,2020-08-13 23:50:53.083000+00:00,,,,,,,,
p a r k i n g l o t .,Get Along,ultimate,84,2020-08-14 02:57:16.754000+00:00,pipilewiskuitata,47,"3,357,664",560,1.20%,"39,694.10",600.9,40292
p-rallel,soulboy,ultimate,4642,2020-08-13 01:04:38.318000+00:00,paralleltheory,50,"7,718","1,304",11.79%,869.85,40.2,910
partyomo,PARTYNEXTDOOR & Rihanna - BELIEVE IT,rap,3160000,2020-08-12 20:22:32.425000+00:00,partynextdoor,47,"3,357,664",560,1.20%,"39,694.10",600.9,40292
pearsecorrigan,Out of my way im running,ultimate,646,2020-08-16 19:06:47.901000+00:00,pearsecorrigan,47,"3,357,664",560,1.20%,"39,694.10",600.9,40292
pendulum,Watercolour (Full Version (Single)),ultimate,78300,2020-08-13 16:38:19.292000+00:00,pendulum,47,"3,357,664",560,1.20%,"39,694.10",600.9,40292
peter manos,Zach's Ballad,indie,1764,2020-08-11 01:01:17.401000+00:00,petermanos,28,"25,086",586,13.45%,"3,273.90",100.05,3374
phoebe bridgers,Kyoto,indie,22800,2020-08-11 18:41:32.352000+00:00,_fake_nudes_,47,"3,357,664",560,1.20%,"39,694.10",600.9,40292
poorstacy,Don't Look At Me,ultimate,55300,2020-08-13 14:55:49.812000+00:00,poorstacy,35,"94,640",168,17.12%,"15,769.00",432.3,16202
princessproxy,LANA DEL REY - LIFE IS BEAUTIFUL - 2015,ultimate,9403,2020-08-14 03:22:36.226000+00:00,,,,,,,,
prize pig,The Line (Single Edit),ultimate,37,2020-08-14 03:01:03.137000+00:00,prize__pig,47,"3,357,664",560,1.20%,"39,694.10",600.9,40292
rei brown,Bubble,indie,41600,2020-08-11 00:48:41.424000+00:00,reibrown,"2,034","24,266",667,1.35%,324.24,2.36,328
rhi,try!,ultimate,875,2020-08-14 03:00:18.360000+00:00,rhiann.na,47,"3,357,664",560,1.20%,"39,694.10",600.9,40292
rinababy,running on e. - brent faiyaz (slowed),ultimate,50300,2020-08-14 04:01:15.652000+00:00,brentfaiyaz,,,,,,,
rizzacabrera,I'm Not Gonna Teach Your Boyfriend How to Dance With You (Black Kids),indie,29100,2020-08-11 13:52:32.431000+00:00,riz.zac,,,,,,,
robyn,Missing U,indie,318000,2020-08-11 03:00:16.673000+00:00,robynkonichiwa,971,"331,480",784,3.14%,"10,194.30",201.6,10408
roni,lizzy mcalpine - pancakes for dinner,indie,38000,2020-08-11 00:56:52.304000+00:00,lizzymcalpine,,,,,,,
s-143,ZIEZIE - Fine Girl,rap,1020000,2020-08-12 20:28:21.377000+00:00,ziezie,,,,,,,
scruffpuppie,ego,indie,37000,2020-08-11 00:49:41.486000+00:00,scruffpuppie,587,"115,116","1,978",16.27%,"18,556.40",169.75,18729
shackmen archive,Outro,ultimate,82600,2020-08-16 19:06:20.968000+00:00,,,,,,,,
sharonvanetten,Seventeen,indie,58800,2020-08-11 13:58:49.743000+00:00,sharonvanhalen,,,,,,,
shoreline mafia,on the low,rap,4086,2020-08-12 20:23:00.023000+00:00,shorelinemafia,,,,,,,
sinxi,die in your arms,ultimate,10000,2020-08-16 18:28:44.429000+00:00,sinxi__,46,"3,095",267,6.86%,205.80,6.45,212
skwxvy,Mental K X Blade Brown - Mafia (Prod. by Premixm),ultimate,11100,2020-08-13 23:54:46.090000+00:00,,,,,,,,
smeyeul,(you) beat tape // cassette,indie,6010,2020-08-11 01:34:10.301000+00:00,hennessyconnor,,,,,,,
smoothboi ezra,Hypocrite,indie,7914,2020-08-11 18:36:30.816000+00:00,,,,,,,,
stefflon don,Phone Down,rap,315000,2020-08-12 20:27:52.835000+00:00,stefflondon,156,"2,527,521",550,4.68%,"116,912.00","1,429.00",118288
,,,,,,,,,,,,
tcdnb,Julio Bashmore - Au Seve - TC Bootleg,ultimate,177000,2020-08-13 16:39:07.074000+00:00,tcdnb,,,,,,,
the bootleg boy,the bootleg boy & Maberry - i still think of you,indie,55000,2020-08-11 00:53:26.832000+00:00,thebootlegboy,58,"62,169",106,9.55%,"5,818.70",121.2,5937
the1975,It's Not Living (If It's Not With You),indie,277000,2020-08-11 02:57:56.476000+00:00,the1975,,,,,,,
thehorrors,Whole New Way,indie,0,2020-08-11 13:50:08.454000+00:00,thehorrors,,,,,,,
theneighbourhood,Cherry Flavoured,ultimate,5628,2020-08-13 14:29:05.714000+00:00,thenbhd,18,"1,430,626",0,10.34%,"145,399.00","2,544.33",147927
this account is dead,looking at plants,indie,66,2020-08-11 00:27:05.874000+00:00,,,,,,,,
tici taci,Fjordfunk - It's All Black (clip),ultimate,629,2020-08-16 19:09:10.833000+00:00,,,,,,,,
toddterje,TODD TERJE - Delorean Dynamite (album version),ultimate,1360000,2020-08-13 03:41:19.845000+00:00,,,,,,,,
treysongz,Back Home (feat. Summer Walker),ultimate,444000,2020-08-13 01:10:46.695000+00:00,treysongz,"2,262","12,231,331","2,152",0.58%,"69,484.40","1,165.65",70942
trip,A1 Bjarki - Revolution,ultimate,74200,2020-08-13 16:48:00.460000+00:00,triprecordings,73,"25,731",155,--,0,0,#VALUE!
underclass33,Broadcast - echo's answer,indie,3623,2020-08-11 14:15:25.854000+00:00,,,,,,,,
v9l,(Zone 2) Karma X LR X Kwengface - No Promo,rap,14200,2020-08-12 19:41:19.298000+00:00,v9lv9l,,,,,,,
vict molina,Angel,indie,886,2020-08-11 00:47:14.772000+00:00,victmolinaa,79,"13,976",848,8.62%,"1,176.90",27.35,1205
vivianemenezes,Black Box Recorder - The Art of Driving,indie,4251,2020-08-11 14:14:17.033000+00:00,,,,,,,,
w00ds,Too Much w/ Lokel,indie,6894,2020-08-11 00:59:30.034000+00:00,w00dsmusic,54,"1,381",321,9.41%,114.15,15.75,130
wankelmut,My Head Is A Jungle (MK Remix - Radio Edit),ultimate,0,2020-08-13 03:38:18.292000+00:00,wankelmut.berlin,,,,,,,
whoismgmt,Electric Feel,indie,1010000,2020-08-11 00:25:09.621000+00:00,whoismgmt,795,"305,928",56,4.58%,"13,843.50",164.05,14012
willgriffin111,Rushy - Trippidy Trap,rap,37000,2020-08-12 20:34:11.301000+00:00,,,,,,,,
yaeow,when i'm no longer here,indie,4652,2020-08-11 01:00:24.695000+00:00,yaeow,33,"3,607",251,25.33%,817.4,96.35,914
,,,,,,,,,,,,
youngboy never broke again,Couped Out,rap,52500,2020-08-12 19:45:51.233000+00:00,nba_youngboy,,,,,,,
yungdna,jacquees & chris brown - put in work﹝slowed + reverb﹞,ultimate,3162,2020-08-16 18:29:57.872000+00:00,damlanazlimavci,,,,,,,
yxngbane,Drip From Me,rap,42900,2020-08-12 20:33:29.027000+00:00,zaneschaffer,,,,,,,
zane schaffer,xJK x Zane Schaffer - Fuse,ultimate,4884,2020-08-13 16:54:31.203000+00:00,zaneschaffer,119,887,473,3.77%,58.25,4.35,33
zombocom,Sorry I Can't Be In Rio! (live set),ultimate,5937,2020-08-14 03:12:35.701000+00:00,jay.wooow,,,,,,,
~GOONMAN~,Inna Dis Refix [FREE DOWNLOAD],ultimate,713,2020-08-16 19:07:17.323000+00:00,,,,,,,,
♡𝕄𝕪 𝕄𝕖𝕝𝕠𝕕𝕪♡,sweet hibiscus tea // penelope scott,indie,112000,2020-08-11 00:58:53.118000+00:00,,,,,,,,
박혜진 Park Hye Jin,Like this,indie,29500,2020-08-11 00:46:08.469000+00:00,parkhyyejin,47,"25,951",0,11.48%,"2,913.00",66.6,
𝗰 𝗹 𝗶 𝗽 𝗽 . 𝗮 𝗿 𝘁,Altson 45 - Back To You [CLIPP053],ultimate,907,2020-08-13 16:52:23.784000+00:00,clipp.art,247,"2,387",681,3.21%,73.5,3.1,
💠𝐇𝐲𝐫𝐢𝐜𝐚𝐧💠,Wide putin TayK remix (remixed by Hyrican),ultimate,134,2020-08-16 19:02:15.463000+00:00,,,,,,,,
